Name,Label,xtl,ytl,xbr,ybr,Condition,Image ID
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,770,420,1167,750,Control,45
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,763,415,1176,758,Control,46
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,756,409,1186,767,Control,47
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,749,403,1197,776,Control,48
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,740,397,1210,786,Control,49
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,731,390,1224,797,Control,50
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,722,382,1239,809,Control,51
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,711,373,1256,822,Control,52
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,700,364,1276,836,Control,53
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,687,354,1298,851,Control,54
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,673,343,1324,868,Control,55
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,658,330,1354,887,Control,56
0_bdFixedNull_veh_noveh_4.9_59,DD-CR,641,317,1390,908,Control,57
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,877,502,1038,623,Control,0
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,875,501,1039,624,Control,1
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,874,500,1041,625,Control,2
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,873,499,1042,627,Control,3
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,871,498,1044,629,Control,4
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,870,497,1045,630,Control,5
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,869,496,1047,632,Control,6
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,867,495,1048,634,Control,7
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,865,494,1050,636,Control,8
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,864,493,1052,637,Control,9
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,862,492,1053,639,Control,10
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,860,490,1055,641,Control,11
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,859,489,1057,644,Control,12
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,857,488,1059,646,Control,13
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,855,486,1061,648,Control,14
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,853,485,1063,650,Control,15
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,851,483,1066,653,Control,16
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,849,482,1068,655,Control,17
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,846,480,1071,658,Control,18
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,844,478,1073,661,Control,19
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,842,476,1076,664,Control,20
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,839,474,1079,667,Control,21
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,837,472,1082,670,Control,22
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,834,470,1085,673,Control,23
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,831,468,1089,677,Control,24
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,828,466,1092,680,Control,25
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,825,463,1096,684,Control,26
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,821,461,1100,688,Control,27
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,818,458,1104,692,Control,28
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,814,455,1109,697,Control,29
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,810,452,1113,701,Control,30
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,806,449,1119,706,Control,31
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,802,446,1124,712,Control,32
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,797,442,1130,717,Control,33
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,793,438,1136,723,Control,34
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,787,434,1143,729,Control,35
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,782,430,1150,736,Control,36
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,776,425,1158,743,Control,37
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,770,420,1167,750,Control,38
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,763,415,1176,758,Control,39
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,756,409,1186,767,Control,40
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,749,403,1197,776,Control,41
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,740,397,1210,786,Control,42
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,731,390,1224,797,Control,43
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,722,382,1239,809,Control,44
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,711,373,1256,822,Control,45
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,700,364,1276,836,Control,46
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,687,354,1299,851,Control,47
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,673,343,1324,868,Control,48
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,658,330,1355,887,Control,49
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,641,317,1390,908,Control,50
0_bdFixedNull_veh_noveh_5.1_52,DD-CR,622,301,1433,932,Control,51
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,882,506,1032,616,Control,0
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,881,505,1033,617,Control,1
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,880,505,1034,618,Control,2
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,879,504,1036,620,Control,3
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,878,503,1037,621,Control,4
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,877,502,1038,623,Control,5
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,875,501,1039,624,Control,6
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,874,500,1041,625,Control,7
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,873,499,1042,627,Control,8
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,871,498,1044,629,Control,9
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,870,497,1045,630,Control,10
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,869,496,1047,632,Control,11
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,867,495,1048,634,Control,12
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,865,494,1050,636,Control,13
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,864,493,1052,637,Control,14
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,862,492,1053,639,Control,15
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,860,490,1055,641,Control,16
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,859,489,1057,644,Control,17
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,857,488,1059,646,Control,18
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,855,486,1061,648,Control,19
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,853,485,1063,650,Control,20
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,851,483,1066,653,Control,21
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,849,482,1068,655,Control,22
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,846,480,1071,658,Control,23
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,844,478,1073,661,Control,24
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,842,476,1076,664,Control,25
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,839,474,1079,667,Control,26
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,837,472,1082,670,Control,27
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,834,470,1085,673,Control,28
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,831,468,1089,677,Control,29
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,828,466,1092,680,Control,30
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,825,463,1096,684,Control,31
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,821,461,1100,688,Control,32
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,818,458,1104,692,Control,33
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,814,455,1109,697,Control,34
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,810,452,1113,701,Control,35
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,806,449,1119,706,Control,36
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,802,446,1124,712,Control,37
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,797,442,1130,717,Control,38
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,793,438,1136,723,Control,39
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,787,434,1143,729,Control,40
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,782,430,1150,736,Control,41
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,776,425,1158,743,Control,42
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,776,425,1158,743,Control,43
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,770,420,1167,750,Control,44
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,763,415,1176,758,Control,45
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,756,409,1186,767,Control,46
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,740,397,1210,786,Control,47
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,740,397,1210,786,Control,48
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,722,382,1239,809,Control,49
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,722,382,1239,809,Control,50
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,700,364,1276,836,Control,51
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,700,364,1276,836,Control,52
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,687,354,1298,851,Control,53
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,673,343,1324,868,Control,54
0_bdFixedNull_veh_noveh_5.6_56,DD-CR,641,317,1390,908,Control,55
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,880,505,1034,618,Control,0
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,879,504,1036,620,Control,1
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,878,503,1037,621,Control,2
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,877,502,1038,623,Control,3
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,875,501,1039,624,Control,4
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,874,500,1041,625,Control,5
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,873,499,1042,627,Control,6
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,871,498,1044,629,Control,7
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,870,497,1045,630,Control,8
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,869,496,1047,632,Control,9
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,867,495,1048,634,Control,10
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,865,494,1050,636,Control,11
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,864,493,1052,637,Control,12
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,862,492,1053,639,Control,13
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,860,490,1055,641,Control,14
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,859,489,1057,644,Control,15
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,857,488,1059,646,Control,16
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,855,486,1061,648,Control,17
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,853,485,1063,650,Control,18
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,851,483,1066,653,Control,19
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,849,482,1068,655,Control,20
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,846,480,1071,658,Control,21
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,844,478,1073,661,Control,22
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,842,476,1076,664,Control,23
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,839,474,1079,667,Control,24
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,837,472,1082,670,Control,25
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,834,470,1085,673,Control,26
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,831,468,1089,677,Control,27
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,828,466,1092,680,Control,28
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,825,463,1096,684,Control,29
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,821,461,1100,688,Control,30
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,818,458,1104,692,Control,31
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,814,455,1109,697,Control,32
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,810,452,1113,701,Control,33
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,806,449,1119,706,Control,34
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,802,446,1124,712,Control,35
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,797,442,1130,717,Control,36
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,793,438,1136,723,Control,37
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,787,434,1143,729,Control,38
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,782,430,1150,736,Control,39
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,776,425,1158,743,Control,40
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,770,420,1167,750,Control,41
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,763,415,1176,758,Control,42
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,756,409,1186,767,Control,43
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,749,403,1197,776,Control,44
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,740,397,1210,786,Control,45
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,731,390,1224,797,Control,46
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,722,382,1239,809,Control,47
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,711,373,1256,822,Control,48
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,700,364,1276,836,Control,49
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,687,354,1298,851,Control,50
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,673,343,1324,868,Control,51
0_bdFixedNull_veh_noveh_6.1_54,DD-CR,658,330,1354,887,Control,52
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1051,503,909,620,Control,0
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1052,502,909,622,Control,1
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1053,501,908,623,Control,2
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1054,500,907,625,Control,3
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1056,499,906,626,Control,4
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1057,498,906,628,Control,5
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1058,497,905,629,Control,6
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1060,496,904,631,Control,7
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1061,495,903,633,Control,8
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1063,494,902,634,Control,9
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1064,493,901,636,Control,10
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1066,492,900,638,Control,11
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1068,490,899,640,Control,12
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1069,489,898,642,Control,13
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1071,488,897,644,Control,14
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1073,486,896,647,Control,15
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1075,485,894,649,Control,16
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1077,484,893,651,Control,17
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1079,482,892,654,Control,18
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1081,480,890,656,Control,19
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1083,479,889,659,Control,20
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1085,477,888,662,Control,21
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1088,475,886,665,Control,22
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1090,473,884,668,Control,23
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1093,471,883,671,Control,24
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1095,469,881,674,Control,25
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1098,467,879,678,Control,26
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1101,464,877,681,Control,27
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1104,462,875,685,Control,28
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1107,459,873,689,Control,29
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1110,457,871,693,Control,30
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1113,454,869,698,Control,31
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1117,451,866,702,Control,32
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1120,448,864,707,Control,33
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1124,444,861,712,Control,34
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1128,441,858,718,Control,35
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1132,437,855,724,Control,36
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1137,433,852,730,Control,37
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1141,428,849,737,Control,38
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1146,424,845,744,Control,39
0_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1152,419,841,751,Control,40
